parent_id	account_id	system	account_kind	evidence_locator	qualifying_evidence
2604.02008	2604.02008:fastdetectgpt-glimpse-davinci-geometric	FastDetectGPT+Glimpse DaVinci-002 geometric	primary_result	Primary PDF full text and all main/appendix result tables	Table III reports FastDetectGPT+Glimpse with the DaVinci-002 API and geometric reconstruction at 0.930 average AUROC on Mix8.
2604.02008	2604.02008:binoculars-dald	Binoculars+DALD	primary_result	Primary PDF full text and all main/appendix result tables	Table III reports Binoculars+DALD at 0.866 average AUROC on Mix8 despite individual source cells up to 0.960.
2604.02008	2604.02008:likelihood-knnproxy	Likelihood+kNNProxy	primary_result	Primary PDF full text and all main/appendix result tables	Tables III-V; every aligned/routed detector has AUROC or F1 >=0.90 on a Mix8/DetectRL cell and uses retained proxy/reference material
2604.02008	2604.02008:fastdetectgpt-knnproxy	FastDetectGPT+kNNProxy	primary_result	Primary PDF full text and all main/appendix result tables	Tables III-V; every aligned/routed detector has AUROC or F1 >=0.90 on a Mix8/DetectRL cell and uses retained proxy/reference material
2604.02008	2604.02008:binoculars-knnproxy	Binoculars+kNNProxy	primary_result	Primary PDF full text and all main/appendix result tables	Tables III-V; every aligned/routed detector has AUROC or F1 >=0.90 on a Mix8/DetectRL cell and uses retained proxy/reference material
2604.02008	2604.02008:fastdetectgpt-mop	FastDetectGPT+MoP	primary_result	Primary PDF full text and all main/appendix result tables	Tables III-V; every aligned/routed detector has AUROC or F1 >=0.90 on a Mix8/DetectRL cell and uses retained proxy/reference material
2604.02008	2604.02008:binoculars-mop	Binoculars+MoP	primary_result	Primary PDF full text and all main/appendix result tables	Tables III-V; every aligned/routed detector has AUROC or F1 >=0.90 on a Mix8/DetectRL cell and uses retained proxy/reference material
2603.27949	2603.27949:qwen-lora	Qwen2.5-7B-Instruct LoRA	embedded_result	Official Chinese shared-task test set	0.9409 macro F1
2603.27949	2603.27949:qwen-lora-extreme-short	Qwen2.5-7B-Instruct LoRA	embedded_result	Official Chinese shared-task test set	0.9057 macro F1
2603.27949	2603.27949:qwen-lora-short	Qwen2.5-7B-Instruct LoRA	embedded_result	Official Chinese shared-task test set	0.9572 macro F1
2603.27949	2603.27949:ensemjudge	EnsemJudge	embedded_result	Official Chinese shared-task test set	0.9922 macro F1
2603.27949	2603.27949:fastdetectgpt-qwen	FastDetectGPT	embedded_result	Chinese shared-task Table 3	0.9387 normal and 0.9230 512-token macro F1 but 0.8298 overall
2603.27949	2603.27949:fastdetectgpt-analytical-qwen	FastDetectGPT-analytical	embedded_result	Chinese shared-task Table 3	0.9775 normal, 0.9160 at 256 tokens, and 0.9600 at 512 tokens but 0.8146 overall macro F1
2603.27949	2603.27949:fastdetectgpt-analytical-glm	FastDetectGPT-analytical	embedded_result	Chinese shared-task Table 3	0.9414 normal and 0.9079 at 512 tokens but 0.8140 overall macro F1
2603.27949	2603.27949:binoculars-qwen	Binoculars	embedded_result	Chinese shared-task Table 3	0.9890 normal, 0.9350 at 256 tokens, and 0.9800 at 512 tokens but 0.8317 overall macro F1
2603.27949	2603.27949:chinese-roberta	ChineseRoBERTa	embedded_result	Chinese shared-task Table 3	0.9177 macro F1 at 512 tokens but 0.7701 overall
2603.27949	2603.27949:chinese-roberta-extreme-short	ChineseRoBERTa	embedded_result	Chinese shared-task Table 3	0.9057 at 256 tokens and 0.9250 at 512 tokens but 0.8377 overall macro F1
2603.27949	2603.27949:glm-lora	GLM-4-9B-Chat LoRA	embedded_result	Chinese shared-task Table 3	0.9895 normal, 0.9529 paraphrase, 0.9920 perturbation, and 0.9970 at 512 tokens but 0.8907 overall
2603.27949	2603.27949:hybrid-feature-roberta	HybridFeatureRoBERTa	embedded_result	Chinese shared-task Table 3	0.9214 normal, 0.9020 perturbation, and 0.9309 at 512 tokens but 0.8555 overall
2603.27949	2603.27949:hybrid-feature-roberta-extreme-short	HybridFeatureRoBERTa	embedded_result	Chinese shared-task Table 3	0.9160 at 256 tokens and 0.9148 at 512 tokens but 0.8204 overall macro F1
2603.24981	2603.24981:biscope	BiScope	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:fastdetectgpt	FastDetectGPT	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:binoculars	Binoculars	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:lastde-plus	Lastde++	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:irm	IRM	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:dna-detectllm	DNA-DetectLLM	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:exons-falcon	Exons-Detect Falcon model pair	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:exons-no-repair	Exons-Detect without log-perplexity repair	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:exons-no-g	Exons-Detect without exonic-token amplification	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:exons-llama7b	Exons-Detect Llama-7B model pair	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:exons-mistral	Exons-Detect Mistral model pair	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.24981	2603.24981:exons-llama32	Exons-Detect Llama-3.2 model pair	primary_result	Primary PDF full text and all main/appendix result tables	Tables 1-2; every listed baseline, Exons repair/amplification state, and model pair reaches AUROC >=0.90 on an M4, RAID, or RealDet cell
2603.23146	2603.23146:mdok-kinit	mdok of KInIT	embedded_result	Voight-Kampff Table 4 plus primary paper	98.90% leaderboard F1, versus 0.853 official test AUROC and 0.898 F1 in its primary paper
2603.23146	2603.23146:optimized-svc	Optimised Feature Set + SVC	embedded_result	Tables 4-8	97.34% F1 and 96.55/96.71/97.97% accuracy/precision/recall; cross-dataset F1 falls to 76.59%
2603.23146	2603.23146:optimized-xgboost	Optimised Feature Set + XGBoost	embedded_result	Tables 4-8	96.94% F1 and 96.04/96.45/97.45% accuracy/precision/recall; cross-dataset F1 falls to 67.23%
2603.23146	2603.23146:optimized-random-forest	Optimised Feature Set + Random Forest	embedded_result	Tables 4-8	95.82% F1 and 94.51/94.12/97.58% accuracy/precision/recall; cross-dataset F1 falls to 74.86%
2603.23146	2603.23146:optimized-logistic-regression	Optimised Feature Set + Logistic Regression	embedded_result	Tables 4-8	95.48% F1 and 94.09/94.19/96.80% accuracy/precision/recall; cross-dataset F1 falls to 76.53%
2603.23146	2603.23146:baseline-tfidf-svm	Baseline TF-IDF SVM	embedded_result	Voight-Kampff Table 4	90.40% leaderboard F1
2603.23146	2603.23146:ensemble-pan	Ens-PAN	embedded_result	Ghostbuster Table 10	94.61% average Ghostbuster F1, including 96.88% Reuters and 94.09% Essay
2603.23146	2603.23146:ensemble-coling	Ens-COL	embedded_result	Ghostbuster Table 10	90.98% Reuters and 92.64% Essay F1 but 87.13% Ghostbuster average
2603.18750	2603.18750:mobilenet-cnn	MobileNet CNN	embedded_result	60-text English test	91.67% accuracy
2603.18750	2603.18750:gptzero-dten	GPTZero	embedded_result	60-text English test	90.0% accuracy
2603.18750	2603.18750:cnn1d-artmh	CNN1D	embedded_result	60-text thematic test	98.3% accuracy
2603.18750	2603.18750:mlp-artmh	MLP	embedded_result	60-text thematic test	98.3% accuracy
2603.18750	2603.18750:zerogpt-artmh	ZeroGPT	embedded_result	60-text thematic test	100% accuracy
2603.18750	2603.18750:gptzero-artmh	GPTZero	embedded_result	60-text thematic test	100% accuracy
2603.18750	2603.18750:quillbot-artmh	QuillBot	embedded_result	60-text thematic test	100% accuracy
2603.18750	2603.18750:originality-artmh	Originality.ai	embedded_result	60-text thematic test	100% accuracy
2603.18750	2603.18750:sapling-artmh	Sapling	embedded_result	60-text thematic test	98.3% accuracy
2603.18750	2603.18750:isgen-artmh	IsGen	embedded_result	60-text thematic test	93.3% accuracy
2603.18750	2603.18750:transformer-dten	Transformer	embedded_result	60-text English test Table 3	97.3% human-class detection but 88.3% overall accuracy and 73.9% GenAI detection
2603.18750	2603.18750:rephrase	Rephrase	embedded_result	60-text English test Table 3	96.4% human-class detection but 63.3% overall accuracy and 34.4% GenAI detection
2603.18750	2603.18750:writer	Writer	embedded_result	60-text English and one-class Italian Tables 3-4	100% GenAI-class detection on dtEN and 100% overall on the one-class Italian set, but 53.3% dtEN accuracy and 0% human detection
2603.05617	2603.05617:stylometric	NOTAI stylometric classifier	primary_result	Primary PDF full text and all main/appendix result tables	main classifier table; stylometric-only is explicitly competitive, curvature-only machine precision is 0.9417, and the full NOTAI ensemble reaches 0.9634 accuracy
2603.05617	2603.05617:curvature	NOTAI curvature classifier	primary_result	Primary PDF full text and all main/appendix result tables	main classifier table; stylometric-only is explicitly competitive, curvature-only machine precision is 0.9417, and the full NOTAI ensemble reaches 0.9634 accuracy
2603.05617	2603.05617:ensemble	NOTAI full ensemble	primary_result	Primary PDF full text and all main/appendix result tables	main classifier table; stylometric-only is explicitly competitive, curvature-only machine precision is 0.9417, and the full NOTAI ensemble reaches 0.9634 accuracy
2602.15514	2602.15514:xlmr	XLM-RoBERTa baseline	primary_result	Primary PDF full text and all main/appendix result tables	Table 2; both XLM-RoBERTa and DependencyAI cross 0.90 on a language/domain accuracy or F1 cell, with weaker multilingual transfer
2602.15514	2602.15514:dependencyai	DependencyAI	primary_result	Primary PDF full text and all main/appendix result tables	Table 2; both XLM-RoBERTa and DependencyAI cross 0.90 on a language/domain accuracy or F1 cell, with weaker multilingual transfer
2602.11871	2602.11871:fdgpt-llama	FastDetectGPT with Llama scorer	primary_result	Primary PDF full text and all main/appendix result tables	Table 1; FastDetectGPT and Binoculars with each Llama, Mistral, or Qwen scoring configuration cross 0.90 AUROC on a top-k/document-domain slice
2602.11871	2602.11871:fdgpt-mistral	FastDetectGPT with Mistral scorer	primary_result	Primary PDF full text and all main/appendix result tables	Table 1; FastDetectGPT and Binoculars with each Llama, Mistral, or Qwen scoring configuration cross 0.90 AUROC on a top-k/document-domain slice
2602.11871	2602.11871:fdgpt-qwen	FastDetectGPT with Qwen scorer	primary_result	Primary PDF full text and all main/appendix result tables	Table 1; FastDetectGPT and Binoculars with each Llama, Mistral, or Qwen scoring configuration cross 0.90 AUROC on a top-k/document-domain slice
2602.11871	2602.11871:binoculars-llama	Binoculars with Llama pair	primary_result	Primary PDF full text and all main/appendix result tables	Table 1; FastDetectGPT and Binoculars with each Llama, Mistral, or Qwen scoring configuration cross 0.90 AUROC on a top-k/document-domain slice
2602.11871	2602.11871:binoculars-mistral	Binoculars with Mistral pair	primary_result	Primary PDF full text and all main/appendix result tables	Table 1; FastDetectGPT and Binoculars with each Llama, Mistral, or Qwen scoring configuration cross 0.90 AUROC on a top-k/document-domain slice
2602.11871	2602.11871:binoculars-qwen	Binoculars with Qwen pair	primary_result	Primary PDF full text and all main/appendix result tables	Table 1; FastDetectGPT and Binoculars with each Llama, Mistral, or Qwen scoring configuration cross 0.90 AUROC on a top-k/document-domain slice
2602.08031	2602.08031:likelihood	Likelihood baseline	primary_result	Primary PDF full text and all main/appendix result tables	Table 2 and Appendix Tables 18-24; each unmodified baseline and corresponding -M detector is separately reported and crosses 0.90 AUROC on a dataset/generator cell, with variable transfer and low-FPR behavior
